student_id,age_at_enrollment,gender,race_ethnicity,first_gen_status,income_bracket,state,enrollment_year,program_type,institution_type
STU000118,19,Male,Black,True,Middle,OH,2019,Certificate,Community College
STU000119,17,Male,Asian,True,Middle,IN,2020,Bachelor,4-Year Public
STU000120,29,Female,Black,False,High,TX,2021,Bachelor,4-Year Public
STU000121,32,Female,Black,True,Low,MD,2018,Bootcamp,4-Year Public
STU000122,19,Male,Other,True,Low,MP,2021,Certificate,Workforce Program
STU000123,20,Female,Hispanic,False,Middle,WI,2019,Bachelor,4-Year Private
STU000124,27,Female,Black,True,High,WI,2021,Certificate,4-Year Private
STU000125,25,Male,Hispanic,True,High,AR,2018,Bachelor,4-Year Private
STU000126,31,Male,White,False,Middle,IN,2022,Bachelor,4-Year Public
STU000127,26,Female,White,True,Middle,GU,2022,Associate,Community College
STU000128,21,Male,Other,True,Low,AZ,2021,Certificate,Workforce Program
STU000129,22,Male,White,False,Middle,AS,2019,Associate,Community College
STU000130,17,Female,Hispanic,False,Low,MD,2020,Associate,Community College
STU000131,22,Female,Asian,False,High,MO,2021,Bootcamp,Community College
STU000132,23,Male,Black,True,High,KY,2018,Bachelor,4-Year Public
STU000133,25,Male,White,False,Middle,CA,2018,Certificate,Community College
STU000134,30,Male,Hispanic,False,Low,IL,2019,Bootcamp,Community College
STU000135,20,Male,White,False,Low,PW,2022,Bachelor,4-Year Public
STU000136,19,Female,Asian,False,Middle,OK,2019,Bachelor,Community College
STU000137,22,Male,Other,False,Middle,FM,2019,Bachelor,4-Year Public
STU000138,24,Female,White,True,Low,VT,2020,Bootcamp,4-Year Public
STU000139,30,Male,Black,True,Low,MD,2022,Associate,Community College
STU000140,19,Male,Black,False,Middle,IL,2022,Bachelor,Community College
STU000141,30,Female,Hispanic,False,Low,SD,2022,Bootcamp,Community College
STU000142,25,Male,Hispanic,False,Middle,NM,2018,Certificate,Community College
STU000143,20,Male,Black,True,High,MO,2022,Bachelor,Community College
STU000144,23,Male,White,False,Middle,FM,2020,Bootcamp,Community College
STU000145,23,Female,Hispanic,False,Middle,PW,2021,Bootcamp,Community College
STU000146,25,Female,Asian,True,Middle,SD,2018,Bootcamp,4-Year Private
STU000147,21,Female,Hispanic,True,High,NH,2022,Bachelor,4-Year Private
STU000148,23,Female,Hispanic,False,High,FL,2020,Bachelor,4-Year Public
STU000149,23,Male,White,True,Low,KS,2019,Bachelor,4-Year Private
STU000150,28,Male,White,True,Middle,DC,2021,Certificate,Community College
STU000151,31,Male,White,True,Low,IA,2021,Bachelor,Workforce Program
STU000152,28,Female,Hispanic,False,Middle,WA,2019,Associate,4-Year Public
STU000153,18,Non-binary,White,False,Low,OH,2019,Bachelor,Workforce Program
STU000154,32,Male,Other,False,Middle,ND,2021,Bachelor,4-Year Public
STU000155,24,Male,White,False,High,KS,2021,Certificate,Workforce Program
STU000156,17,Female,Hispanic,False,Middle,WA,2021,Associate,4-Year Public
STU000157,27,Male,Black,True,Low,OR,2019,Certificate,4-Year Private
STU000158,26,Male,White,False,High,NE,2018,Associate,4-Year Private
STU000159,26,Male,Other,True,Low,MH,2018,Bachelor,4-Year Public
STU000160,31,Non-binary,White,True,Middle,OR,2022,Associate,Workforce Program
STU000161,20,Male,Hispanic,True,Middle,MO,2021,Bachelor,4-Year Public
STU000162,21,Female,Other,False,Middle,MN,2021,Associate,4-Year Private
STU000163,18,Male,White,False,Low,IN,2022,Bachelor,4-Year Public
STU000164,22,Female,Hispanic,False,Middle,DC,2021,Certificate,4-Year Private
STU000165,19,Female,White,False,Low,NY,2020,Associate,4-Year Public
STU000166,21,Male,White,False,Middle,NM,2018,Associate,4-Year Private
STU000167,28,Male,White,False,High,CO,2022,Bachelor,4-Year Private
STU000168,17,Male,Hispanic,True,Middle,WV,2018,Bachelor,4-Year Private
STU000169,28,Male,White,True,Middle,AR,2020,Associate,Community College
STU000170,22,Male,Hispanic,True,High,VI,2018,Associate,4-Year Private
STU000171,19,Male,Asian,False,High,DE,2020,Associate,Community College
STU000172,24,Male,Hispanic,False,Middle,FL,2021,Certificate,4-Year Private
STU000173,24,Male,Black,False,Low,SC,2018,Bachelor,4-Year Private
STU000174,18,Female,White,True,Middle,GA,2022,Bachelor,4-Year Public
STU000175,27,Male,White,True,High,WY,2021,Bachelor,Community College
STU000176,30,Female,White,False,Low,TX,2022,Associate,4-Year Public
STU000177,24,Female,White,True,Low,NE,2018,Bachelor,Community College
STU000178,18,Female,White,True,Low,PA,2018,Bachelor,Community College
STU000179,31,Male,Asian,False,Low,CA,2021,Associate,Community College
STU000180,24,Male,Asian,False,High,MS,2021,Bachelor,Workforce Program
STU000181,24,Male,White,False,Middle,MS,2018,Certificate,Community College
STU000182,29,Female,White,False,Middle,PA,2022,Bachelor,4-Year Public
STU000183,24,Male,White,True,High,NH,2018,Bachelor,4-Year Public
STU000184,27,Male,Black,False,High,NC,2020,Bachelor,Community College
STU000185,21,Female,White,False,Middle,KS,2020,Bachelor,Community College
STU000186,18,Male,White,False,Middle,OH,2019,Associate,4-Year Public
STU000187,29,Male,Hispanic,False,Middle,VI,2021,Bachelor,Community College
STU000188,27,Male,Other,False,Low,AL,2022,Associate,4-Year Private
STU000189,31,Male,Hispanic,False,Middle,TX,2020,Bachelor,Community College
STU000190,26,Male,Asian,True,Middle,VA,2021,Associate,Community College
STU000191,23,Female,Black,False,High,DE,2021,Certificate,Community College
STU000192,31,Female,White,True,High,TX,2020,Bachelor,4-Year Public
STU000193,27,Female,White,True,Middle,FM,2022,Associate,4-Year Private
STU000194,20,Male,White,False,Low,ND,2022,Bachelor,4-Year Public
STU000195,23,Male,Hispanic,True,Middle,WV,2021,Associate,4-Year Public
STU000196,32,Male,White,True,Middle,KY,2020,Associate,Workforce Program
STU000197,20,Female,Other,True,Middle,WI,2020,Certificate,4-Year Public
STU000198,22,Male,White,False,High,SD,2020,Bootcamp,Community College
STU000199,20,Male,Asian,True,High,MA,2021,Certificate,Community College
STU000200,21,Female,White,False,High,DE,2018,Bachelor,4-Year Public
STU000201,29,Male,Other,True,Low,LA,2020,Bachelor,Workforce Program
STU000202,20,Female,Hispanic,False,High,NE,2018,Certificate,Workforce Program
STU000203,27,Female,Black,False,High,GA,2018,Bootcamp,4-Year Private
STU000204,29,Male,White,True,Middle,NH,2020,Associate,Community College
STU000205,26,Male,Other,False,Low,AL,2021,Associate,Community College
STU000206,21,Male,White,False,High,VA,2022,Associate,Community College
STU000207,22,Male,White,False,High,FM,2018,Bachelor,4-Year Public
STU000208,29,Female,Black,False,High,VA,2019,Bachelor,Community College
STU000209,24,Male,Other,True,Middle,KS,2019,Bachelor,Community College
STU000210,26,Female,Hispanic,False,Low,NY,2019,Certificate,Community College
STU000211,28,Male,White,False,Middle,WV,2022,Bachelor,4-Year Public
STU000212,21,Female,White,False,Low,HI,2022,Bachelor,Community College
STU000213,28,Male,Other,False,High,NY,2021,Bachelor,Community College
STU000214,29,Female,Hispanic,False,Middle,PW,2022,Certificate,4-Year Public
STU000215,21,Female,Hispanic,False,Middle,CT,2019,Bachelor,4-Year Private
STU000216,22,Female,White,True,Middle,VI,2020,Associate,Community College
STU000217,22,Female,Asian,True,Low,SC,2021,Bootcamp,Community College
STU000218,21,Male,Black,False,Middle,ME,2018,Certificate,Community College
STU000219,29,Female,White,True,Low,MP,2019,Associate,4-Year Public
STU000220,30,Male,White,False,Middle,SC,2021,Certificate,4-Year Public
STU000221,24,Male,White,True,Middle,NY,2022,Bachelor,Community College
STU000222,31,Male,White,True,Middle,PA,2021,Bachelor,4-Year Public
STU000223,31,Female,Other,False,Middle,ID,2019,Certificate,Workforce Program
STU000224,24,Female,Asian,False,Middle,FL,2021,Associate,Community College
STU000225,26,Female,White,False,Middle,MN,2020,Certificate,Community College
STU000226,28,Female,Asian,False,High,WV,2019,Bootcamp,Community College
STU000227,19,Male,Black,False,Middle,GA,2020,Bachelor,Community College
STU000228,20,Male,White,False,Middle,ND,2018,Certificate,4-Year Private
STU000229,27,Male,Hispanic,True,High,WI,2018,Associate,4-Year Private
STU000230,32,Male,White,False,Low,NC,2022,Bachelor,4-Year Public
STU000231,28,Female,Hispanic,True,High,PW,2019,Associate,Community College
STU000232,26,Non-binary,White,True,Middle,AL,2020,Certificate,Community College
STU000233,19,Female,White,True,Low,PA,2019,Bachelor,4-Year Public
STU000234,28,Female,Hispanic,False,Middle,MD,2022,Bachelor,Workforce Program
STU000235,18,Female,Hispanic,True,Middle,NM,2019,Associate,Community College
STU000236,23,Male,Hispanic,False,High,AK,2020,Associate,Community College
STU000237,18,Male,Other,True,Low,DE,2019,Certificate,4-Year Public
STU000238,21,Male,Black,False,Low,MN,2018,Bootcamp,4-Year Private
STU000239,20,Male,White,False,Low,FM,2022,Bachelor,4-Year Private
STU000240,26,Female,Other,False,Middle,MP,2018,Certificate,4-Year Public
STU000241,32,Female,Hispanic,True,Low,AS,2021,Associate,4-Year Public
STU000242,27,Female,White,False,High,ME,2020,Associate,4-Year Private
STU000243,21,Female,White,False,High,IA,2021,Certificate,Workforce Program
STU000244,19,Male,Black,False,High,AR,2022,Associate,4-Year Public
STU000245,26,Male,Hispanic,True,High,IA,2022,Bootcamp,Community College
STU000246,20,Male,Black,False,High,FM,2021,Associate,Community College
STU000247,31,Female,White,True,Middle,OK,2021,Certificate,Community College
STU000248,30,Female,White,False,Low,CO,2019,Certificate,4-Year Private
STU000249,28,Male,Black,False,Low,CO,2022,Associate,Community College
STU000250,22,Female,Black,False,Middle,VA,2022,Bachelor,4-Year Public
STU000251,17,Male,Asian,False,Middle,NM,2021,Bachelor,Community College
STU000252,21,Female,Other,True,Low,GU,2022,Associate,Community College
STU000253,19,Male,Other,True,Low,CA,2018,Certificate,4-Year Public
STU000254,18,Female,Asian,False,Middle,WV,2021,Certificate,4-Year Public
STU000255,28,Female,White,False,Low,ND,2019,Associate,Community College
STU000256,29,Male,Hispanic,False,Low,WI,2022,Certificate,Community College
STU000257,29,Female,Asian,True,Middle,DC,2019,Bachelor,4-Year Public
STU000258,21,Female,Black,True,Middle,DC,2021,Bachelor,4-Year Private
STU000259,26,Male,White,True,Low,TN,2018,Bachelor,4-Year Private
STU000260,29,Female,Black,False,Middle,NJ,2019,Bachelor,4-Year Public
STU000261,28,Female,Black,False,Middle,OH,2022,Associate,4-Year Public
STU000262,27,Female,White,False,High,GA,2020,Bachelor,Community College
STU000263,23,Male,White,False,Middle,KS,2019,Certificate,Community College
STU000264,20,Male,Other,True,Middle,NC,2020,Bachelor,4-Year Public
STU000265,21,Female,White,False,Middle,VI,2020,Certificate,4-Year Private
STU000266,22,Male,White,True,Low,PA,2022,Bachelor,Workforce Program
STU000267,17,Female,Black,False,High,NE,2022,Associate,4-Year Public
STU000268,27,Male,White,False,High,IL,2022,Bootcamp,4-Year Private
STU000269,32,Male,Black,False,Middle,ND,2019,Bachelor,4-Year Public
STU000270,27,Male,White,True,Low,WV,2021,Certificate,4-Year Public
STU000271,17,Female,Black,True,Low,VA,2019,Associate,4-Year Private
STU000272,31,Male,White,False,Low,UT,2019,Certificate,Community College
STU000273,25,Male,White,True,High,ID,2021,Bootcamp,Community College
STU000274,25,Female,Black,True,Low,VT,2018,Bachelor,4-Year Private
STU000275,20,Female,White,True,Middle,ME,2020,Bachelor,Community College
STU000276,28,Male,Hispanic,True,Middle,MO,2018,Bachelor,4-Year Public
STU000277,27,Female,Hispanic,True,Middle,TN,2021,Bachelor,Community College
STU000278,19,Male,White,False,Low,SD,2018,Certificate,Workforce Program
STU000279,23,Female,White,False,High,MN,2019,Associate,4-Year Private
STU000280,28,Female,Other,False,Low,NV,2022,Certificate,4-Year Public
STU000281,32,Male,Black,True,Middle,MH,2021,Associate,4-Year Private
STU000282,19,Female,White,True,High,NC,2022,Certificate,4-Year Public
STU000283,32,Male,White,False,Middle,NV,2018,Associate,4-Year Private
STU000284,27,Female,White,False,High,DE,2019,Associate,4-Year Private
STU000285,27,Male,White,False,Middle,IA,2022,Associate,4-Year Public
STU000286,29,Male,White,False,Middle,IN,2021,Certificate,4-Year Public
STU000287,29,Female,White,False,Middle,CA,2022,Associate,Community College
STU000288,19,Male,White,True,Middle,MA,2021,Bachelor,4-Year Public
STU000289,21,Male,Black,True,Middle,AK,2019,Associate,Community College
STU000290,24,Male,White,False,Middle,OR,2019,Bachelor,4-Year Public
STU000291,19,Female,White,False,Low,OH,2018,Certificate,Workforce Program
STU000292,22,Female,Hispanic,True,Middle,IN,2018,Bachelor,Workforce Program
STU000293,32,Male,White,False,Low,OR,2022,Bachelor,Workforce Program
STU000294,20,Male,Asian,True,Middle,IN,2018,Bootcamp,4-Year Public
STU000295,17,Male,Other,True,Middle,AL,2018,Associate,4-Year Public
STU000296,17,Female,Other,True,Middle,CA,2022,Certificate,4-Year Public
STU000297,19,Female,White,False,High,VT,2019,Associate,Community College
STU000298,20,Male,White,False,Low,SC,2018,Bachelor,Community College
STU000299,25,Male,Hispanic,False,Middle,AR,2019,Certificate,4-Year Public
STU000300,21,Female,White,True,Middle,IN,2019,Associate,Community College
STU000301,27,Male,Hispanic,False,Middle,CA,2021,Certificate,4-Year Private
STU000302,27,Male,White,False,Middle,MH,2022,Associate,4-Year Public
STU000303,22,Female,White,True,Low,AZ,2018,Associate,Community College
STU000304,30,Male,White,True,Middle,VI,2018,Bachelor,Community College
STU000305,22,Male,White,False,High,MA,2018,Bootcamp,4-Year Public
STU000306,29,Male,Hispanic,False,High,CA,2020,Bootcamp,4-Year Public
STU000307,18,Female,White,False,Low,NY,2021,Bootcamp,4-Year Private
STU000308,17,Female,White,False,Middle,IA,2018,Bachelor,4-Year Private
STU000309,22,Male,White,True,Middle,KY,2018,Associate,4-Year Public
STU000310,30,Female,White,False,Middle,TN,2020,Bachelor,4-Year Public
STU000311,17,Male,White,True,Middle,NM,2020,Bachelor,4-Year Public
STU000312,24,Male,Other,False,High,IL,2022,Certificate,Community College
STU000313,31,Male,Hispanic,False,Low,ND,2020,Bootcamp,Community College
STU000314,22,Female,White,False,High,DC,2020,Associate,4-Year Public
STU000315,21,Female,White,False,High,VA,2019,Associate,Community College
STU000316,18,Female,White,True,Low,FM,2020,Bootcamp,4-Year Public
STU000317,22,Female,Other,True,Low,OK,2022,Bootcamp,Workforce Program
STU000318,22,Male,White,False,Low,OK,2019,Bootcamp,Community College
STU000319,24,Male,White,False,Middle,NJ,2021,Bachelor,Community College
STU000320,29,Female,Asian,True,Middle,IA,2022,Bachelor,4-Year Public
STU000321,24,Male,White,True,Middle,WY,2019,Associate,Community College
STU000322,21,Male,White,False,Middle,NJ,2021,Bachelor,4-Year Public
STU000323,21,Female,Asian,False,Low,AS,2022,Bachelor,4-Year Private
STU000324,25,Male,White,False,Low,MT,2022,Certificate,4-Year Public
STU000325,18,Female,Black,False,Middle,ID,2021,Certificate,4-Year Private
STU000326,17,Female,White,False,Middle,CT,2018,Bachelor,Community College
STU000327,31,Female,White,True,High,CT,2019,Certificate,Community College
STU000328,21,Non-binary,Hispanic,False,Low,TN,2019,Bachelor,Community College
STU000329,18,Male,White,False,High,NE,2021,Certificate,4-Year Public
STU000330,20,Male,White,False,Middle,MI,2020,Bachelor,Workforce Program
STU000331,26,Male,White,True,Middle,NE,2022,Bachelor,Community College
STU000332,18,Female,Asian,True,Low,MT,2021,Bachelor,Community College
STU000333,21,Non-binary,White,True,Middle,NH,2019,Bachelor,4-Year Public
STU000334,19,Female,White,False,Middle,VI,2019,Certificate,4-Year Public
STU000335,25,Male,White,True,Middle,VA,2020,Bachelor,4-Year Private
STU000336,17,Female,Hispanic,True,Low,AR,2018,Associate,4-Year Private
STU000337,28,Female,White,False,Middle,TX,2019,Bachelor,Workforce Program
STU000338,23,Female,White,False,High,SD,2018,Bachelor,4-Year Private
STU000339,29,Male,White,False,Middle,SD,2019,Bachelor,Community College
STU000340,29,Male,White,False,Middle,CT,2019,Associate,4-Year Private
STU000341,32,Male,White,True,Low,AR,2022,Certificate,Workforce Program
STU000342,21,Female,White,False,Middle,MO,2018,Bachelor,Community College
STU000343,21,Non-binary,White,True,Low,VA,2020,Bachelor,4-Year Public
STU000344,20,Female,Asian,False,Low,MA,2021,Bachelor,Community College
STU000345,30,Female,Hispanic,False,Middle,AS,2019,Bachelor,4-Year Public
STU000346,22,Male,Black,True,High,VI,2018,Associate,Community College
STU000347,29,Male,Asian,False,Low,CT,2021,Bachelor,4-Year Public
STU000348,21,Female,Hispanic,False,Middle,IA,2021,Bachelor,Workforce Program
STU000349,17,Female,White,False,High,ID,2020,Associate,Community College
STU000350,28,Female,Black,True,Middle,ID,2020,Bachelor,4-Year Public
STU000351,22,Female,Hispanic,False,Middle,ND,2021,Bachelor,4-Year Public
STU000352,29,Male,Black,False,Middle,NV,2018,Associate,4-Year Public
STU000353,19,Female,Hispanic,False,Middle,DC,2019,Bachelor,4-Year Public
STU000354,30,Female,White,True,Low,NE,2022,Associate,Community College
STU000355,19,Female,White,True,Low,HI,2019,Bachelor,4-Year Private
STU000356,30,Female,Hispanic,True,Middle,KY,2019,Bootcamp,4-Year Public
STU000357,20,Female,Asian,False,Middle,NH,2018,Associate,4-Year Private
STU000358,27,Male,Hispanic,False,High,IA,2020,Associate,Community College
STU000359,26,Female,Black,False,Middle,VI,2022,Bachelor,Community College
STU000360,21,Male,Hispanic,True,Low,CA,2018,Bachelor,Community College
STU000361,22,Female,White,False,High,NV,2018,Associate,Workforce Program
STU000362,17,Female,Black,False,Middle,AS,2022,Bachelor,Community College
STU000363,17,Female,Hispanic,True,Low,VI,2022,Bachelor,4-Year Public
STU000364,17,Male,White,False,Middle,PR,2020,Bootcamp,Community College
STU000365,26,Male,Black,False,Middle,OH,2019,Bootcamp,Community College
STU000366,25,Male,White,False,Low,CT,2021,Bachelor,4-Year Private
STU000367,18,Female,Black,True,Low,AR,2021,Associate,4-Year Private
STU000368,18,Male,Black,False,High,SD,2022,Bachelor,4-Year Public
STU000369,21,Female,White,False,Low,ND,2021,Certificate,Community College
STU000370,28,Male,White,True,Low,MP,2018,Bachelor,4-Year Public
STU000371,30,Female,Hispanic,True,Low,AL,2021,Bootcamp,Community College
STU000372,22,Female,Other,False,Middle,CO,2020,Bachelor,4-Year Private
STU000373,24,Male,Black,True,Middle,WV,2018,Bachelor,Workforce Program
STU000374,31,Female,Hispanic,True,Middle,PR,2022,Associate,4-Year Private
STU000375,25,Female,Asian,False,Low,IA,2022,Bootcamp,4-Year Public
STU000376,19,Female,White,True,Low,GA,2020,Associate,4-Year Public
STU000377,30,Female,Black,False,Middle,MT,2022,Associate,4-Year Private
STU000378,23,Female,Hispanic,False,High,NM,2018,Bachelor,Workforce Program
STU000379,22,Female,Hispanic,False,High,NJ,2021,Bachelor,4-Year Private
STU000380,23,Male,Other,True,Middle,IL,2021,Associate,Community College
STU000381,22,Male,White,True,Middle,VI,2022,Certificate,Workforce Program
STU000382,26,Female,White,False,Middle,MO,2018,Bachelor,4-Year Public
STU000383,21,Female,White,False,Middle,MH,2020,Bachelor,4-Year Private
STU000384,26,Male,Black,True,Middle,AR,2022,Associate,4-Year Private
STU000385,19,Female,Other,True,High,GA,2019,Bootcamp,Workforce Program
STU000386,19,Female,White,True,High,MS,2018,Bachelor,4-Year Public
STU000387,17,Female,Hispanic,False,High,AL,2019,Associate,Community College
STU000388,25,Non-binary,White,True,Low,MS,2021,Certificate,Community College
